Station,Station.Id,State.Code,State.Name,Network.Co,Network.Na,Elevation,Latitude,Longitude,County.Nam,County.Cod,Start.Date,End.Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station Name,Southness,Lancover_code,Landcover_detail,Koppen_code_ID,Koppen_code_name,KoppenClass,elevation prompt,southness prompt,koppen prompt,landcover prompt
Hand Creek,510,MT,MONTANA,SNTL,SNOTEL,5035,48.30754,-114.84075,Flathead,29,10/1/1976,1/1/2100,94.86694,5.58913,48.29227226,-114.8172338,0.028037759,Hand Creek,-0.52091702,52,Shrub_Scrub,26,Dfb,Cold-no_dry_season-warm_summer,This location has low elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Hannagan Meadows,511,AZ,ARIZONA,SNTL,SNOTEL,9027,33.65352,-109.30877,Greenlee,11,10/1/1956,1/1/2100,24.84503,8.24051,33.63329545,-109.2842013,0.031822193,Hannagan Meadows,0.888151729,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has very high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hansen Sawmill,512,WY,WYOMING,SNTL,SNOTEL,8360,44.25602,-106.97983,Johnson,19,10/1/1979,1/1/2100,114.94386,4.97215,44.25821275,-106.9839519,0.004668834,Hansen Sawmill,0.263114118,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Harris Flat,514,UT,UTAH,SNTL,SNOTEL,7792,37.48997,-112.57602,Kane,25,8/4/1979,1/1/2100,96.49035,0.63395,37.49690174,-112.5791532,0.007606988,Harris Flat,-0.368652875,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has moderate elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Harts Pass,515,WA,WASHINGTON,SNTL,SNOTEL,6490,48.72047,-120.6586,Okanogan,47,10/1/1979,1/1/2100,264.77277,9.85728,48.74681417,-120.6611108,0.026463549,Harts Pass,-0.267385009,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has moderate southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hawkins Lake,516,MT,MONTANA,SNTL,SNOTEL,6450,48.9723,-115.95337,Lincoln,53,10/1/1968,1/1/2100,80.96276,14.34138,48.97408513,-115.9362741,0.017188879,Hawkins Lake,0.737055515,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has very high southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hayden Fork,517,UT,UTAH,SNTL,SNOTEL,9130,40.79669,-110.88472,Summit,43,10/1/1978,1/1/2100,115.32014,22.3802,40.79233064,-110.9005928,0.016460588,Hayden Fork,0.230159722,43,Mixed Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests characterized by a combination of both evergreen and deciduous trees, often found in temperate regions with moderate climates."
Heavenly Valley,518,CA,CALIFORNIA,SNTL,SNOTEL,8534,38.92431,-119.91641,El Dorado,17,10/1/1978,1/1/2100,247.80742,8.83528,38.91734523,-119.9150839,0.007089886,Heavenly Valley,-0.516614687,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has high elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Heber,519,AZ,ARIZONA,SNTL,SNOTEL,7654,34.31254,-110.75433,Coconino,5,10/1/1953,1/1/2100,74.56279,1.84096,34.31510833,-110.776255,0.022074943,Heber,0.646522317,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has moderate elevation,This location has very high southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hemlock Butte,520,ID,IDAHO,SNTL,SNOTEL,5810,46.48111,-115.63361,Clearwater,35,10/1/1982,1/1/2100,15.41865,34.30747,46.47410459,-115.6254295,0.010770124,Hemlock Butte,-0.237167535,52,Shrub_Scrub,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has moderate southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Hewinta,521,UT,UTAH,SNTL,SNOTEL,9500,40.95009,-110.48419,Summit,43,9/19/1985,1/1/2100,98.81105,7.05022,40.96278385,-110.4654105,0.022667229,Hewinta,-0.103105691,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hickerson Park,522,UT,UTAH,SNTL,SNOTEL,9122,40.90663,-109.96287,Daggett,9,9/17/1985,1/1/2100,38.37312,5.38773,40.90596611,-109.9680593,0.005231568,Hickerson Park,-0.609820388,52,Shrub_Scrub,7,BSk,Arid-steppe-cold,This location has very high elevation,This location has low southness,This location has a climate with low precipitation and cooler temperatures.,"This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
High Ridge,523,OR,OREGON,SNTL,SNOTEL,4920,45.69682,-118.10657,Umatilla,59,10/1/1978,1/1/2100,44.44621,4.89488,45.67865624,-118.1121857,0.019012063,High Ridge,-0.879458256,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has low southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hilts Creek,524,ID,IDAHO,SNTL,SNOTEL,8000,44.01897,-113.4723,Custer,37,10/1/1979,1/1/2100,26.82383,22.85457,44.03094179,-113.4495179,0.025736115,Hilts Creek,0.09121038,42,Evergreen Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has high southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hobbs Park,525,WY,WYOMING,SNTL,SNOTEL,10100,42.86984,-109.09455,Fremont,13,10/1/1978,1/1/2100,4.95282,8.78495,42.894587,-109.0976946,0.024945993,Hobbs Park,0.142172076,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hogg Pass,526,OR,OREGON,SNTL,SNOTEL,4790,44.42042,-121.85655,Linn,43,10/1/1978,1/1/2100,341.4288,6.67355,44.42866597,-121.84232,0.016446581,Hogg Pass,-0.204059827,52,Shrub_Scrub,9,Csb,Temperate-dry_summer-warm_summer,This location has low elevation,This location has moderate southness,"This location has a climate with warm, dry summers and mild, wet winters.","This location has areas dominated by shrubs and small trees, often found in regions with dry or semi-arid climates, or as a transitional stage in forest succession."
Hole in Rock,528,UT,UTAH,SNTL,SNOTEL,9168,40.92167,-110.18623,Summit,43,9/18/1985,1/1/2100,346.90591,7.863,40.90596611,-110.2167349,0.034309771,Hole-in-Rock,0.237768936,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has high southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Holland Meadows,529,OR,OREGON,SNTL,SNOTEL,4930,43.66917,-122.56877,Lane,39,10/1/1979,1/1/2100,354.53806,2.84029,43.69003535,-122.5883468,0.028611437,Holland Meadows,-0.265664402,42,Evergreen Forest,8,Csa,Temperate-dry_summer-hot_summer,This location has low elevation,This location has moderate southness,"This location has a climate with hot, dry summers and mild, wet winters.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hoodoo Basin,530,MT,MONTANA,SNTL,SNOTEL,6050,46.9751,-115.0349,Mineral,61,10/1/1966,1/1/2100,3.06462,8.93541,46.98546425,-115.0659094,0.032695583,Hoodoo Basin,-0.468676285,42,Evergreen Forest,18,Dsb,Cold-dry_summer-warm_summer,This location has moderate elevation,This location has low southness,"This location has a continental climate with warm summers and cold winters, characterized by significant seasonal temperature variation and relatively low precipitation.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hoosier Pass,531,CO,COLORADO,SNTL,SNOTEL,11611,39.36092,-106.05999,Summit,117,10/1/1979,1/1/2100,311.23425,6.47037,39.37188715,-106.0514183,0.013919486,Hoosier Pass,-0.181746114,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has moderate southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Hopewell,532,NM,NEW MEXICO,SNTL,SNOTEL,10095,36.71632,-106.2637,Rio Arriba,39,10/1/1978,1/1/2100,24.74596,9.93647,36.70145339,-106.237925,0.02975509,Hopewell,-0.453481602,42,Evergreen Forest,26,Dfb,Cold-no_dry_season-warm_summer,This location has very high elevation,This location has low southness,"This location has a climate with warm summers and cold winters, with significant precipitation throughout the year.","This location has forests dominated by trees that retain their leaves throughout the year, typically found in regions with a moderate to high amount of rainfall."
Horse Ridge,533,UT,UTAH,SNTL,SNOTEL,8199,41.31372,-111.44624,Morgan,29,10/1/1978,1/1/2100,158.42543,10.69563,41.30369029,-111.460113,0.017118833,Horse Ridge,-0.213144396,41,Deciduous Forest,7,BSk,Arid-steppe-cold,This location has high elevation,This location has moderate southness,This location has a climate with low precipitation and cooler temperatures.,"This location has forests where trees lose their leaves seasonally, typically found in regions with distinct seasons including a warm growing season and a cold winter."
